track_id,album_comments,album_date_created,album_date_released,album_engineer,album_favorites,album_id,album_information,album_listens,album_producer,album_tags,album_title,album_tracks,album_type,artist_active_year_begin,artist_active_year_end,artist_associated_labels,artist_bio,artist_comments,artist_date_created,artist_favorites,artist_id,artist_latitude,artist_location,artist_longitude,artist_members,artist_name,artist_related_projects,artist_tags,artist_website,artist_wikipedia_page,set_split,set_subset,track_bit_rate,track_comments,track_composer,track_date_created,track_date_recorded,track_duration,track_favorites,track_genre_top,track_genres,track_genres_all,track_information,track_interest,track_language_code,track_license,track_listens,track_lyricist,track_number,track_publisher,track_tags,track_title
203,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,small,256000,0,,11/26/08 1:47,,195,2,Folk,[17],[17],,1737,en,Attribution-NonCommercial-ShareAlike 3.0 International,603,,8,,[],Song For R
204,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,small,256000,0,,11/26/08 1:47,,324,0,Folk,[17],[17],,1954,en,Attribution-NonCommercial-ShareAlike 3.0 International,688,,9,,[],My Dream
205,0,11/26/08 1:52,1/7/09 0:00,,0,85,<p>Ed originally recorded <em>What I Know </em>on cassette in 1998.&nbsp; He's graciously given a digital transfer for FMA listeners to enjoy!</p>,894,,[],What I Know,10,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,large,256000,0,,11/26/08 1:47,11/26/08 0:00,244,0,Folk,[17],[17],,556,en,Attribution-NonCommercial-ShareAlike 3.0 International,69,,9,,[],What Crow Saw
206,0,11/26/08 1:52,1/7/09 0:00,,0,85,<p>Ed originally recorded <em>What I Know </em>on cassette in 1998.&nbsp; He's graciously given a digital transfer for FMA listeners to enjoy!</p>,894,,[],What I Know,10,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,large,256000,0,,11/26/08 1:47,11/26/08 0:00,141,2,Folk,[17],[17],,510,en,Attribution-NonCommercial-ShareAlike 3.0 International,87,,10,,[],Bella Crane
207,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,small,256000,0,,11/26/08 1:47,,96,0,Folk,[17],[17],,2811,en,Attribution-NonCommercial-ShareAlike 3.0 International,609,,10,,[],Piano 3
208,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,medium,256000,0,,11/26/08 1:47,,273,0,Folk,[17],[17],,1239,en,Attribution-NonCommercial-ShareAlike 3.0 International,397,,11,,[],Safe Harbor
209,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,medium,256000,0,,11/26/08 1:47,,328,0,Folk,[17],[17],,1276,en,Attribution-NonCommercial-ShareAlike 3.0 International,351,,12,,[],Safe Harbor
210,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,small,256000,0,,11/26/08 1:47,,184,1,Folk,[17],[17],,3706,en,Attribution-NonCommercial-ShareAlike 3.0 International,1824,,13,,[],In the French Court
211,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,small,256000,0,,11/26/08 1:48,,247,3,Folk,[17],[17],,16106,en,Attribution-NonCommercial-ShareAlike 3.0 International,1714,,14,,[],In America
212,0,11/26/08 1:52,1/7/09 0:00,,0,84,"<p><em>Blue Piano</em> is an unreleased collection of songs that Ed wrote between 2006 and 2007.</p>
<p>-<a href=""http://flickr.com/photos/ecaskew/2807959016/"" target=""_blank"">album cover</a> via <a href=""http://flickr.com/photos/16861905@N02/"" target=""_blank"">Ed's Flickr photostream</a></p>",12333,,[],Blue Piano,15,Album,1/1/68 0:00,,"ESP-Disk, Spinning Gold","<p><i><span></span></i>Ed Askew cut one of the best and most obscure LPs in the original ESP-Disk’s vague rock/folk/freak series, issued eponymously and since reissued as Ask The Unicorn, before apparently dropping off the edge of his world. Years later, thanks to detective work by - naturally - Mr Clint Simonson of the De Stijl imprint, it turned out that not only was Askew still breathing but he had actually recorded a follow-up to his ESP disk in 1970 that had lain in the can for decades. Originally released as a limited vinyl edition by Simonson himself, Little Eyes blew even his revered ESP side to ribbons and stands as one of the most magical outsider/freak artefacts to ever escape the prodigious gravity of the decade in which it was birthed. Askew has a highly idiosyncratic vocal style that is equal parts quizzical bubble-gum chewing kind on shrooms and doe-eyed real people Richard Brautigan character. Perhaps the closest comparison would be to Tom Rapp or Judee Sill’s old buddy Tommy Peltier. His instrumental conceptions certainly owe a massive debt to Dylan circa 64/65 - who the fuck didn’t - especially his spine-tingling harmonica work but it’s the beautiful arc of the songs that will keep you coming back, the way he combines rough, fluffed performances with eye-watering lyrical sentiments, heartbreaking phrasing and weird, clunky chords played on a ‘Martin tiple’. If you ever dug the whole late-60s freak-folk fall-out as documented by Pearls Before Swine, Bleib Alien, Tim Buckley, Fugs, Roots Of Madness et al you are gonna crease. Simply put, one of the most beautifully cracked singer-songwriter albums of a timeless age. Only the hardest of hearts could resist it. -<i><span>All text copyright  © David Keenan/Volcanic Tongue</span></i></p>",1,11/26/08 2:08,7,127,40.7143528,"New York, NY",-74.0059731,,Ed Askew,,['ed askew'],http://www.facebook.com/ecaskew?v=feed ,,training,small,256000,0,,11/26/08 1:48,,230,2,Folk,[17],[17],,2299,en,Attribution-NonCommercial-ShareAlike 3.0 International,551,,15,,[],When I Arive
213,0,11/26/08 1:53,7/5/07 0:00,,1,86,"<p>""It took me exactly six months from the day of its release to begin writing about Au’s self-titled “debut” album. Despite the crippling procrastination that plagues most Tiny Mix Tapes reviewers (okay, just me, but I am not averse to dragging my superior wordsmiths into my wading pool of incompetence), I am genuinely surprised at my lack of motivation and overall laxness in penning this one. It’s not like the album hasn’t gaily danced its way into my pleasure center and taken up residence in my hypothalamus during the past few months or anything! <br />Au (“ay-yoo”) is primarily Luke Wyland, a musically promiscuous Portlander who in 2005 released peaofthesea under the simple handle “luc.” Some of Au will appeal tremendously to those longing for Sung Tongs-era Animal Collective. Opening track “Boute,” in particular, recalls that same exciting positive folk feel that Messrs. Tare and Bear practice when the mood strikes them. “Sum” is just as thrilling; after an intro of tinkles and strums, the song starts in earnest around 0:43 with a mix of banjo, Zoë Wright’s dreamy vocals, and then a full muddled arsenal of rattles and clangs as it quickly builds a sound drift of intoxicating proportions.</p>
<p>“Shelter” is a quiet dazzler that thrashes together two important sections of Wyland’s creative CV: his childhood classical piano education and his avant-garde work. It is a lovely piece of vocal-splicing and piano- and sleighbell-abetted drone that runs a course without any real end goal. In fact, it doesn’t really go anywhere at all, but it feels wonderful getting there. Elsewhere, without hinging on any major sensational events, Au reveals itself slowly, subtly, and satisfyingly. “Death,” which features vocal help from A Weather’s Sarah Winchester that actually sounds like creeping death, starts a dark troika from cleanup to sixth in Au’s batting order. After this bout of introspection comes the meditative exercise “Life” and “Ask the River,” closing the album with a discharge of freshly-plucked notes.</p>
<p>Maybe it is not entirely my fault that I sat on this album a little longer than I would have preferred. It would be easy to disregard this li’l slip of an album if it were not for the music it contains. With a non-descript, hand-drawn cover and very little fanfare trumpeted by my beloved Rolling Stone and Spin (joking), Au perhaps suffers from underexposure, which is a shame because it would take a malcontent of the highest order to find many faults with this superb example of modern songwriting. While comparisons can be made to other forward-thinking acts, Au genuinely feels like a blank slate record: it is devoid of many thoughts of the past, instead relying on painting little, unique pictures with sounds. It has the feel of a “graphic score” rather than an album. In musical notation, Au is all warm wingdings.</p>
<p>The whole album soundtracks a stimulating encounter between song and sound. At times haunting and morose, at other times uplifting, Au is a mixed bag with plenty of tasty tricks. Rather than patching things together like a weekend carpenter in a vain effort to make a million things “fit,” Wyland employs the skills of a seasoned curry cook, sprinkling in a measured variety of sonic concepts like garam masala into the finest of dishes. Wyland and his Au collaborators have produced an accomplished and commendable album. Dig in and dig often."" -Tiny Mix Tapes (http://aagoo.bigcartel.com/product/au-au)</p>",1148,,[],Au,1,Single Tracks,1/1/05 0:00,,"Aagoo, Oedipus, Popfrenzy, Inpartmaint","<p><span style=""font-family:Verdana, Geneva, Arial;font-size:xx-small;"">AU is the work of multi-instrumentalist Luke Wyland. Begun back in 2005 while finishing up his degree from the Massachussetts College of Art and moved  across the country to find its roots in the thriving community of Portland, OR. It's now a  working live band with an ever changing roster of players that currently includes Dana Vlatka on drums (Jackie-O_Motherfucker, Mustaphamond)- and has been blessed by the  help of Jonathan Sielaff (Parenthetical Girls, Nick Jaina), Mark Kaylor (Hamor of Hathor, CexFucx), Becky Dawson (Saw Whet, Ah Holly Fam'ly) and Sarah Winchester (A Weather) on it's recordings. It's sound is vast and ""deftly treads a narrow bridge between the loose-associations of the backwoods freak-folk crowd and the more formalized concoctions of art-poppers like Brian Eno."" </span></p>",1,11/26/08 1:51,11,66,45.5234515,"Portland, OR",-122.6762071,Luke Wyland and Dana Valatka ,Au,,['au'],http://au-au-au.com/  http://myspace.com/peaofthesea,,training,small,256000,0,Luke Wyland,11/26/08 1:48,1/1/07 0:00,247,10,Pop,[10],[10],,2828,en,Attribution-NonCommercial-ShareAlike 3.0 International,1148,,1,,[],Boute
226,0,11/26/08 1:54,1/1/06 0:00,,0,88,,2677,,[],Bad News Bats,0,Album,,,,,0,11/26/08 1:52,0,68,39.952335,"Philadelphia, PA",-75.163789,,Bad News Bats,,"['philly', 'bad news bats']",,,training,large,197144,0,,11/26/08 1:48,1/1/06 0:00,231,4,Rock,[25],"[25, 12]",,2764,en,Attribution-Noncommercial-Share Alike 3.0 United States,1351,,2,,[],W.T.M.
228,0,11/26/08 1:54,1/1/06 0:00,,0,88,,2677,,[],Bad News Bats,0,Album,,,,,0,11/26/08 1:52,0,68,39.952335,"Philadelphia, PA",-75.163789,,Bad News Bats,,"['philly', 'bad news bats']",,,training,large,190365,0,,11/26/08 1:49,1/1/06 0:00,218,2,Rock,[25],"[25, 12]",,2467,en,Attribution-Noncommercial-Share Alike 3.0 United States,1366,,4,,[],Don't Run With Pizzas
236,0,11/26/08 1:54,,,0,93,<p>A demo of the first track off of the forthcoming Bersa Discos #8 release.</p>,7702,"Chief Boima, Oro 11",[],Bersa Discos #8,1,Single Tracks,1/1/07 0:00,,,<p></p>,3,11/26/08 1:52,5,73,37.8043637,"Oakland, CA",-122.2711137,"Chief Boima
Oro11",Banana Clipz,Oro11,['banana clipz'],http://www.myspace.com/bananaclipzzz,,training,large,320000,0,,11/26/08 1:49,,309,24,,"[15, 92]","[2, 92, 15]",,11240,en,Attribution-Noncommercial-Share Alike 3.0 United States,7668,,0,,[],"Push Am (Left, Right)"
